Company Name,Competitors,Founded,Headquarters,Industry,Job Description,Job Title,Location,Rating,Revenue,Salary Estimate,Sector,Size,Type of ownership,hourly,monthly,min_salary
"Clustr
4.5",-1,2013,"Bengaluru, India",IT Services,"Function : Clustr

Experience : 8-12 yrs

Why should you join us?

Work in an exciting start-up that builds first-of-its-kind product and services

Access to a unique dataset covering > 85% of SMEs with unmatched diversity and complexity

Opportunity to build truly state-of-the-art algorithms and insight engines that consume and digest complex “Big” data and extract value out of them

Learning and exposure to multiple engineering areas (including Big Data technologies, DevOps) surrounded by a top-quality team

Accelerate your career in a fast-paced, open, non-hierarchical working environment

The Data Science team at Clustr builds algorithms and Machine Learning models that sit at the core of the company’s value proposition. This is a team of intellectuals with high aptitude, hacker attitude, strong curiosity about data, great comfort with Math, good coding discipline and excellent communication skills.

What will you be doing?

Data Science Specialist will be involved in all stages of the DS-based solution development cycle, working with various stakeholders in framing, designing and executing DS solutions considering both functional and non-functional aspects

Data Science Specialist would be in-charge of: translating a business problem to a DS problem, scope definition, data cleaning, explorations, feature engineering, feature selection, modeling, building prototype, documentation of an algorithm and insights. You would be involved in building scalable Machine Learning models for various problems in the areas of information extraction, entity resolution and linking knowledge base curation, machine translation, information retrieval and others

Involvement in all stages of the development cycle - building scalable machine learning models for various problems in the areas of information extraction, entity resolution and linking, knowledge base curation, machine translation, information retrieval and others

Who are we looking for?

D. or MS/M. Tech with 4+ years of experience or BE/B. Tech with 8+ years of experience in Data Science, Machine Learning, or NLP

Experience of working on production-grade Machine Learning-based solutions would be a plus

Prior publication record at AI/ML conferences would be a plus

Ability to formulate a business problem as a DS/ML problem, hypothesize, design, iterate and productionize solutions

Ability to scale and deploy DS-based solutions in production

Strong communication skills and ability to work with stakeholders across business, PM, and Engineering

Excitement & curiosity around data in general “Hacker” attitude with “go-getter” mind-set

High level of comfort with Math and ability to quickly master deep Mathematical concepts

In-depth understanding of Machine Learning techniques

Experience with Text Mining including hands-on knowledge of at least a few of the following areas: Information extraction, Natural Language processing, Knowledge graphs, Semantic Search, Information Retrieval, Probabilistic graphical models, Deep learning and Bayesian Learning techniques

Very good coding skills in any of these languages: R, Python, Matlab, Java, C and Machine Learning libraries like scipy, numpy, pyspark, tensorflow etc

Basic knowledge of Big Data stack: Spark, Cassandra, Map-Reduce, S3

Train/Mentor other team members

Keep abreast of the current state-of-the-art in Machine Learning and NLP areas

Prior experience with start-up environment preferred
Ready to join Clustr?
If you fit the bill, email your resume to careers@clustr.co.in with the position name in subject line",Data Science Specialist / Sr. Data Scientist,Bengaluru,4.5,Unknown / Non-Applicable, 107613,Information Technology,1 to 50 employees,Company - Private,0,1, 107613
"Daimler
4.2","Audi, Porsche, BMW",1886,"Stuttgart, Germany",Transportation Equipment Manufacturing,"Responsibilities
Selecting features, building and optimizing classifiers using machine learning and Deep Learning techniques
Data mining using state-of-the-art methods
Extending company’s data with third party sources of information when needed
Processing, cleansing, and verifying the integrity of data used for analysis
Doing ad-hoc analysis and presenting results in a clear manner
Creating automated anomaly detection systems and constant tracking of its performance

Skills
Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, CNNs, etc.
Very good experience with common data science toolkits of Python like numpy, pandas, pyTorch. Excellence in at least one of these is highly desirable
Great communication skills
Experience with data visualisation tools like matplotlib, Tableau
Proficiency in using query languages such as SQL
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Good scripting and programming skills
Data-oriented personality

Responsibilities
Selecting features, building and optimizing classifiers using machine learning and Deep Learning techniques
Data mining using state-of-the-art methods
Extending company’s data with third party sources of information when needed
Processing, cleansing, and verifying the integrity of data used for analysis
Doing ad-hoc analysis and presenting results in a clear manner
Creating automated anomaly detection systems and constant tracking of its performance

Skills
Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, CNNs, etc.
Very good experience with common data science toolkits of Python like numpy, pandas, pyTorch. Excellence in at least one of these is highly desirable
Great communication skills
Experience with data visualisation tools like matplotlib, Tableau
Proficiency in using query languages such as SQL
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Good scripting and programming skills
Data-oriented personality",Data Scientist DA4AD,Bengaluru,4.2,₹500+ billion (INR), 1282158,Manufacturing,10000+ employees,Company - Public,0,0, 1282158
"Autodesk
4.0",-1,1982,"San Rafael, CA",Computer Hardware & Software,"Location: Bangalore- India
Job ID: 19WD35532

Position Overview
The Robotic Process Automation Data Scientist is responsible for developing automation solutions based on a solution design provided by the Technical Solution Architect leveraging existing software or developing their own solutions using a variety of technologies. This role will support the RPA team in developing and maintaining statistical models to allow us to automate more judgement related processes.

Responsibilities
Research and develop statistical learning models for data analysis
Collaborate with product management and engineering departments to understand company needs and devise possible solutions
Communicate results and ideas to key decision makers
Implement new statistical or other mathematical methodologies as needed for specific models or analysis
Ability to turn high-level requirements into a working system through iterative development
Strong design and development foundation of applications and solid understanding of methodologies, technology and platforms that support design
Flexible to adapt to changing requirements
Communicate to colleagues or customers during the product development to make sure it fits design
Responsible for the different facets of the tool/application development process including: research, design, programming and testing
Perform due diligence and assessment of business processes to determine target processes ideal for automation
Program new tools and automations using programming languages and available platforms to deliver operations efficiencies
Identify opportunities to expand the deployment of existing productivity tools, proactively research for new tools and automations in operations within area of responsibility
Provide training to end users
Prepare release notes
Responsible for successful deployment of project
Support all tools and automations after delivery in accordance to established Automation Support processes
Understand business requirements and help translate the same into design
Optimize solution performance
Minimum Qualifications
Master’s Degree in Computer Science, Statistics, Applied Math or related field
7 years’ practical experience with R, SAS, ETL, data processing, database programming or data analytics
Extensive background in data mining and statistical analysis
Able to understand various data structures and common methods in data transformation
Excellent pattern recognition and predictive modeling skills
Experience with programming languages such as Java/Python an asset
Excellent understanding of current Data Science and Automation products and technology & upcoming trends in technology landscape
Experience in product development environments and SDLC
Proficiency with some of the following technologies: C# , Java, HTML CSS, SQL
Proficiency and experience with Microsoft Technology (VB .NET, Windows, Internet Explorer, SQL Server, Web Services)
Proficiency and experience with scripting languages (e.g, perl, powershell, bash, vbs, etc.)
Proficient in requirements management
Skilled in process analysis and data modelling
Self-Managing
Analytical and problem-solving skills
Dealing with ambiguity in a fast-paced environment
Preferred Qualifications
Some experience as an RPA developer using UiPath, Automation Anywhere, or Blue Prism
Knowledge of SAP systems
Experience in an Agile software development team",Robotic Process Automation Data Scientist,Bengaluru,4.0,₹100 to ₹500 billion (INR), 1655858,Information Technology,5001 to 10000 employees,Company - Public,0,0, 1655858
"Lymbyc Solutions
3.5",-1,-1,"Bengaluru, India",-1,"Description:
Lymbyc is the first and currently the only player, in the predictive engine-based self-service analytics product space for end business users. We have created the world’s first data scientist, Leni, capable of understanding plain English queries from user, and autonomously being able to take decisions ranging from data selection to algorithm selection and finally visualisation and narratives, without any human intervention. And now we are embarking on bringing explainable component to our AI based solutions, to make the business decisions simpler, easier and adaptable to larger stakeholders.

By way of our acquisition, we at Lymbyc now are working full tilt with LTI’s global reach to take Leni to the world’s major businesses.

Descriptions

We need ace data scientists who can develop best in class predictive models, machine learning models and deep learning models and at the same time they should be able to explain the decisions taken by the models automatically through plain simple English language. The explainable elements should not be limited to the numbers and formulas, there must be a bit of personalization also to understand the context of the problem.

Roles and Responsibilities:
Passion for learning new technologies and be up to date with the scientific research community.
Work in technical teams in development, deployment, and application of machine learning solutions, leveraging technical components and explaining the modelling decisions
Take responsibility for insights, reports and explanability of the decisions taken by predictive models
Responsible for taking an idea from concept to production thoroughly with feedback from all stakeholders.

Qualification:
Masters’ in Computer Science/M. tech/PhD/Statistics/Econometrics/Applied Mathematics/Applied Statistics/Operations Research is a must
Hands on Experience with data mining or machine learning, deep learning, computer vision, natural language processing
Hands on Experience in developing deep learning models and explaining the results of deep learning models in a business-friendly manner

Skills Required:
Must have minimum of 3-5 years of industry experience in developing data science models.
Deep understanding and experience in the field of Machine Learning, Deep Learning and statistical learning
The person should be excellent at Classification (logistic regression, svm, decision tree, random forest, neural network), Regression (linear regression, decision tree, random forest, neural network), Classical optimisation (gradient descent, newton rapshon, etc), Graph theory (network analytics), Heuristic optimisation (genetic algorithm, swarm theory)
Should be strong at Deep leaning (CNN, LSTM, RNN, Bi-LSTM)
Must have thorough mathematical knowledge of correlation/causation, decision trees, classification and regression models, recommenders, probability and stochastic processes, distributions, priors and posteriors.
Skilled at scientific programming languages such as Python, R, Matlab and writing deployable code into production.
Understand the model lifecycle of cleansing/standardizing raw data, feature creation/selection, writing complex transformation logic to generate independent and dependent variables, model selection, tuning, A/B testing and generating production ready code.
Knowledge of Numerical optimization, Linear/Non-linear/Integer programming, Statistics, Combinatorial optimization is a plus.
Familiarity with R, Apache Spark (Scala, Python), PyMC3/theano/tensorflow/Keras and other scientific python/R modules is a must.
AI skillsets – hands-on Machine learning and Deep Learning algorithms and platforms, neural networks in any, or all the following areas, specifically, in Data & Analytics use cases
Language – Natural Language Processing, machine translation, emotion detection, language detection, classification
Vision – computer vision, object recognition/tracking, face/gender/age/emotion recognition, OCR/handwriting recognition
Knowledge and experience in some of the key AI platforms will be important, e.g. IBM Watson, Microsoft Azure, Google Api.Ai, Facebook Wit.Ai, Chatbots using Microsoft Bot Framework
Knowledge and experience of key machine learning and deep learning framework, e.g. Keras, TensorFlow, Caffe, CNTK, Jiraffe, MXNet and PyTorch commercial technologies/platforms, etc",Data Scientist- AI,Bengaluru,3.5,Unknown / Non-Applicable,1141000 - 1232000,-1,51 to 200 employees,Company - Private,0,0,1141000 
"Genpact
3.6","Accenture, IBM, Capgemini",1997,"New York, NY",IT Services,"With a startup spirit and 90,000 curious and courageous minds, we have the expertise to go deep with the world’s biggest brands—and we have fun doing it. Now, we’re calling all you rule-breakers and risk-takers who see the world differently, and are bold enough to reinvent it. Come, transform with us.
Are you the one we are looking for?
We are inviting applications for the role of AM, Data scientist
Role involves to think strategically about data as a core enterprise asset and assist in all phases of the advanced analytic development process
Support advanced analytical and data mining efforts which could include but not limited to clustering, segmentation, logistic and multivariate regression, decision/CART trees, neural networks, time-series analysis, sentiment analysis, topic modeling, random forests, and Bayesian analysis
Responsibilities
The scope of work includes Forecast, Prediction Models, Outlier Reporting, Payment Integrity violation identification, Adhoc analysis
Implementation of Supervised and Unsupervised model development techniques
Work with Data engineers to supervise and help institutionalize models and dashboards for Analytics team of leading Healthcare client
Develops ML models using identified features and packages
Responsible for maintenance and performance monitoring of the production environment for the Advanced Analytics team
Lead the design of complex and large-scale datasets to be used for statistical modeling and data mining.
Slice and dice through the database and come up with actionable analytical insights
Facility with one or more quantitative data analysis languages such as R, SciPy, NumPy, SQL, Python, SAS, SPSS
Experience with relational database management systems (Oracle, Teradata, SQL Server, DB2..)
Works with key stakeholders to generate and test hypotheses
Experience with contemporary big data technologies (Hadoop, HIVE, PIG, MapReduce)
Facility with one or more data analytical methods such as regression, decision trees, experimental designs, support vector machines, machine learning and text mining
Proficiency with Microsoft Office Suite
Work in a dynamic and fast-paced environment without compromising the quality
Conduct explanatory data analysis and prepare data sources to be analyzed.
Excellent domain knowledge on US Healthcare is must
Qualifications we seek in you
Minimum qualifications
Bachelors or Master’s degree with specialization in statistics, applied mathematics, economics, finance, computer science or Information systems/science; Preference given to candidates with demonstrated academic achievement in core subjects and proficiency in quantitative subject matter (Advanced Statistics coursework, Predictive Modeling projects). Familiarity with PBM or Healthcare industry.
Relevant Healthcare domain experience
Preferred qualifications
Solid communication skills with exposure to direct client communication is preferred

Genpact is an Equal Opportunity Employer and considers applicants for all positions without regard to race, color, religion or belief, sex, age, national origin, citizenship status, marital status, military/veteran status, genetic information, sexual orientation, gender identity, physical or mental disability or any other characteristic protected by applicable laws. Genpact is committed to creating a dynamic work environment that values diversity and inclusion, respect and integrity, customer focus, and innovation. For more information, visit www.genpact.com. Follow us on Twitter, Facebook, LinkedIn, and YouTube.",Assistant Manager - Data Scientist,Gurgaon,3.6,₹100 to ₹500 billion (INR), 760374,Information Technology,10000+ employees,Company - Public,0,0, 760374
"UnitedHealth Group
3.3","Aetna, Humana, WellPoint",1977,"Minnetonka, MN",Healthcare Services & Hospitals,"Combine two of the fastest-growing fields on the planet with a culture of performance, collaboration and opportunity and this is what you get. Leading edge technology in an industry that's improving the lives of millions. Here, innovation isn't about another gadget, it's about making health care data available wherever and whenever people need it, safely and reliably. There's no room for error. Join us and start doing your life's best work.(sm)",Associate Data Analyst,Hyderabad,3.3,₹500+ billion (INR), 744911,Healthcare,10000+ employees,Company - Public,0,0, 744911
"Einfochips
3.4",-1,1994,"Ahmadabad, India",IT Services,"Job Description
Job Description

Need Data Scientist - for our Fortune Wireless Ecosystem, who can contribute in Image Processing & Neural Network domain
NOTE:
Need someone who can join within 30 days.
Work Location: Magarpatta,Pune


Essential Requirements

5+ years of experience in understanding the problem statement, data handling/triage, selecting and improving neural network models using deep learning frameworks to solve business problems
Thorough understanding and experience of DL/AI/ML lifecycle - full neural network pipeline, starting from data collection to model building to experimental framework to data analytics
Developed/optimized various models in image domain
Computer Vision - Experience with object detection, tracking, classification, recognition using deep neural network
Hands on experience of popular frameworks (Tensorflow, Keras, MxNet, Caffe. CNTK, Theano / Pytorch, python), their strength and applicable AI use-cases.
Experience in design and developing deep neural networks for large datasets
Proven record of improving current models for accuracy and speed for specific use case
Good to have
Published research papers on neural network
PhD/Masters in DL/ML/AI domain.
Demonstrated prowess in ML in public competitions: Kaggle or participation at other worldwide competitions, etc
GitHub code repository
To book your appointment, please call 9898791075.

Perks and Benefits

Training/certifications + 5 Days + Other Fringe Benefits

Salary: Not Disclosed by Recruiter
Keyskills
PytorchTensorflowObject DetectionArtificial IntelligenceNeural NetworksCaffeKerasComputer VisionDeep LearningPython
Desired Candidate Profile
Please refer to the Job description above

Education-

UG:B.Tech/B.E. - Computers, B.Sc - Computers

PG:MCA - Computers, M.Tech - Computers, MS/M.Sc(Science) - Any Specialization, Computers

Doctorate:Doctorate Not Required, Ph.D - Computers
Company Profile
eInfochips Limited
eInfochips, an Arrow company, is a leading global provider of product engineering and semiconductor design services. With over 500+ products developed and 40M deployments in 140 countries, eInfochips continues to fuel technological innovations in multiple verticals. The company€™s service offerings include digital transformation and connected IoT solutions across various cloud platforms, including AWS and Azure.

Along with Arrow€™s $27B in revenues, 19,000 employees, and 345 locations serving over 80 countries, eInfochips is primed to accelerate connected products innovation for 150,000+ global clients. eInfochips acts as a catalyst to Arrow€™s Sensor-to-Sunset initiative and offers complete edge-to-cloud capabilities for its clients through Arrow Connect.
View Contact Details+
Recruiter Name:Einfochips Talent Acquisition

Contact Company:eInfochips Limited

Website:https://www.einfochips.com","Data Scientist[ Image Processing, Computer Vision,tensorRT,keras]",Pune,3.4,Unknown / Non-Applicable, 451336,Information Technology,1001 to 5000 employees,Company - Private,0,0, 451336
"Noodle.ai
4.5",-1,2016,"San Francisco, CA",Enterprise Software & Network Solutions,"Noodle's Data Scientists build advanced AI models that change the way our clients do business by empowering them to make better decisions. Our solutions impact small and large businesses ranging from media, to retail companies, to airlines, to e-commerce, financial services, to government agencies. Members of our Data Science team are passionate about problem solving with applied data science and work with clients to explore, specify, and communicate high-value, AI- based solutions. We geek out about AI technology.

As a Data Scientist at Noodle.ai, you will collaborate with the Noodle Client Service team, Data Engineers, SW Engineers, UX Designers, and industry-specific experts from our client companies to build a deep understanding of our clients' business context and then develop, test, and deploy advanced AI models. As we grow, you will also develop reusable IP to help us move faster, dive deeper, and work more efficiently by generalizing the models, methodologies, and supporting infrastructure that you build. As one of the early hires to join the Noodle.ai team, you will have a significant impact on the future of Enterprise Artificial Intelligence.

Qualifications:

Must haves
1+ years of experience in applied artificial intelligence technologies including machine learning, predictive data analytics, and/or data science
BE/B.Tech or Advanced degree in a relevant field (Computer Science, Operations Research, Statistics, Mathematics, Electrical Engineering, or other Computational Science)
Proficient in python
Experience with spark
Knowledge of data science/machine learning concepts
Demonstrated ability to iteratively conceptualize, design and build data-driven analytical models
Strong capabilities in modern analytics languages/tools
Collaborative, open, and respectful working style
Passion for learning and a desire to grow – Noodlers are life-long learners!
Nice to haves
Experience applying advanced AI techniques (g., machine learning, predictive analytics. optimization, semantic analysis, time-series analysis, advanced visualization) to real-world problems
Experience with R
Experience manipulating and preparing large, heterogeneous data sets (""Big Data"") to support advanced analytics
Demonstrated energy and passion that extends beyond your field of study – Are you a computer scientist who writes poetry? A mathematician who loves psychology? An engineer passionate about public policy? We want to build something with
Experience with (and excitement for) interdisciplinary collaboration",Associate Data Scientist - MFG,Bengaluru,4.5,₹1 to ₹5 billion (INR),1430000 - 2791000,Information Technology,201 to 500 employees,Company - Private,0,0,1430000 
"General Mills
3.9",-1,1866,"Minneapolis, MN",Food & Drink Manufacturing,"Job Overview
General Mills is seeking a Data Scientist to join a new data science team in the Global Business Solutions (shared services organization) that is tasked with collaborating with and enabling existing functional data science and analytics teams. This team also provides data science expertise and services to advance initiatives around demand forecasting, text classification, operational analytics, and machine learning to name just a few. It is also responsible for curating a community of practice to determine the best standards and practices around data science at General Mills.
Job Responsibilities
Develop novel ways to help business partners achieve objectives through analysis & modelling
Think outside the box to identify & test new sources of information that unlock new business value
Curate and connect external data sets for broad enterprise-wide analytic usage
Be a storyteller to explain the ‘why & how’ of your data driven recommendations to cross-functional teams
Engineer features by using your business acumen to bin, aggregate, pivot or encode data for optimal results
Utilize machine learning to create repeatable, dynamic & scalable models
Have passion to advocate and educate on the value and importance of data driven decision making & analytical methods
Identify and develop long-term data science processes, frameworks, tools, and standards
Be a part of the team, collaborate, ask questions, engage and solicit feedback from other Data Scientists
Consultation
Collaborates with technical teams like development and infrastructure.
Able to explore, troubleshoot on niche technologies and provide automation solutions
Education

Minimum Degree Requirements: Bachelors
Preferred Major Area of Study Computer Information / Computer Science
Min Preferred Professional Certifications Data Science / Mathematics / Statistics

Experience

Minimum years of related experience required: 3 years
Preferred years of experience: 5 years

Specific Job Experience or Skills Needed
Experience in basic statistical analysis, modelling, clustering and data mining techniques to identify trends and insights. Understanding / experience of CPG industry is desiable.
Mathematical or statistical background required
Ability to incorporate a variety of data sources in an analysis (HDFS, file, database, JSON, HTML, etc)
Understanding of data warehousing & databases is critical
Number sense, ability to identify questionable data, dig in & address it
Experience with Hadoop, Hive, and/or Spark a plus
Bias for action with ability to deliver outstanding results through task prioritization & time management
Exemplary organizational skills with attention to detail & accuracy
Experience with machine learning
Experience with data visualization tools
Experience writing complex SQL queries
Skill Name Mandatory Expert Intermediate Basic Comments
Databases Yes
SQL, Oracle, Any RDBMS Yes Yes Should have working knowledge of atleast one database
Hadoop – Hive, Impala No Only Know how
PL/SQL Yes Yes
Programming Languages
R, Python Yes (Any One) Yes
Inferential Statistics Yes Yes Hypothesis, p-value, R2, RMSE, MAPE etc

Exploratory Data Analysis Yes Yes

Machine Learning Algorithms Yes Yes
Any one algo Yes Should have in-depth knowledge and implementation of atleast one algorithm

Deep Learning No No Knowledge would be a plus

Visualization
Tableau, Spotfire, BI No Yes Knowledge would be a plus

Soft Skills
Story telling
Ability to understand business use case and convert into data science parlance
Ability to explain model output to business and why should they trust in the model",Data Scientist II,Mumbai,3.9,₹500+ billion (INR), 1506088,Manufacturing,10000+ employees,Company - Public,0,0, 1506088
"Siemens
4.0","GE, ABB, Philips",1843,"Munich, Germany",Electrical & Electronic Manufacturing,"Are you looking at developing future leaders? Come join us at Siemens.

At our Bengaluru Hub nearly 1100 employees provide various types of services Finance, HR, IT, Supply Chain, Customer Care - to more than 60 Siemens entities across the world, We are global business solutions, that supports Siemens companies worldwide to achieve perfection in their internal process allowing our colleagues to fully focus on their business.

Change the future with us
You will Work with large, complex data sets and applying advanced analytical methods as needed
You will be Developing custom data models and algorithms to apply to data sets.
You will Run PoCs and Pilots projects to investigate and prove the feasibility and benefits of the proposed solutions
You should Interact with multiple partners (from various levels) and optimally present findings by exploiting visual displays of complex quantity information in a simplified way
You will Identify and develop intelligent and innovative data analytics use cases to optimize business processes
You will be the partner of choice regarding technology advisory for advanced analytics
You should Actively and proactively perform market/trend scouting to stay up to date on the state-of-the-art technologies
We dont need superheroes, just super minds
You should have Knowledge in advanced data analytics/data science
You should Know-how on Extract, Transform and Load (ETL) of Big Data in enterprise environments (e.g., SAP, Oracle), cloud infrastructure (e.g., AWS, Azure), as well as familiarity of data architecture requirements and conceptual approaches for deploying algorithmic solutions in Big Data productive environments
You should be Comfortable working in programming languages like SQL, Python and R, as well as with frameworks like Tensorflow and Keras; experience designing solutions in distributed teams using Version Control tools like GIT
You should have Experience with cloud technologies: Amazon Web Services and/or Microsoft Azure
You should have Very good communication and presentation skills
Weve got quite a lot to offer. How about you?

This role is based in Bangalore. But youll also get to visit other locations in India and globe, so youll need to go where this journey takes you. In return, youll get the chance to work with teams impacting entire cities, countries and the shape of things to come.

Were Siemens. A collection of over 379,000 minds building the future, one day at a time in over 200 countries. We're dedicated to equality and we encourage applications that reflect the diversity of the communities we work in. All employment decisions at Siemens are based on qualifications, merit and business need. Bring your curiosity and creativity and help us craft tomorrow.

Find out more about Siemens at: www.siemens.com/careers


Organization: Global Business Services

Company: Siemens Technology and Services Private Limited

Experience Level: Experienced Professional

Job Type: Full-time",Data scientist,Bengaluru,4.0,₹500+ billion (INR), 912750,Manufacturing,10000+ employees,Company - Public,0,0, 912750
"Cisco Systems
4.3","Alcatel-Lucent, Juniper Networks",1984,"San Jose, CA",Computer Hardware & Software,"Why you'll love Cisco


We change the world, you will become passionate about your employer and the brand you represent. Everything is converging on the Internet, making networked connections more meaningful than ever before in our lives. Our employees' groundbreaking ideas impact everything. Here, that means we take creative ideas from the drawing board to dynamic solutions that have real world impact. You'll collaborate with Cisco leaders, partner with mentors, and develop incredible relationships with colleagues who share your interest in connecting the unconnected. You'll be part a team that cares about its customers, enjoys having fun, and you'll take part in changing the lives of those in our local communities. Come prepared to be encouraged and inspired.

What You'll Do


Cisco Advanced Analytics team in Growth Marketing is looking for a Data Engineer eager to provide the engineering muscle for Machine Learning Development, Deployment and Integration into the business.

You will be responsible for:
Working with a technical leader to lead major engineering initiatives to support decision-making by the business
You will look after Data Management that drives ML models in production
Identify ways to drive ML output into Business Workflows
Partnering with Modeling and IT teams as well as with Business stakeholders
Who You'll Work With
You will report to a manager within Advanced Analytics and work directly with a Team Leader in the Engineering Center of Excellence
You will work closely with Modelers, Business Stakeholders, Analytics Translators as well as IT
Who you are:


You like working with Data and love getting the business to adopt Data Insights. Minimum qualifications are:
Experience with data modeling, data warehousing, and building ETL pipelines
Experience in SQL, Python, and Unix/Bash scripting
Writing complex, highly optimized SQL queries across large data sets
Experience with scripting in Python and Unix/Bash environments
Experience in communicating complex technical concepts to a broad variety of audiences
Proven success in communicating with users, other technical teams, and senior management to collect requirements, describe data modeling decisions and data engineering strategy.
Preferred Qualifications:

BS/MS in Computer Science/Engineering.
4-7 years of experience in a Data Engineering or similar role
Knowledge of software engineering standard methodologies across development lifecycles – including agile methodologies, coding standards, code reviews, source management, build processes, testing and operations.
Why Cisco


#WeAreCisco, where each person is unique, but we bring our talents to work as a team and make a difference. Here’s how we do it.

We embrace digital and help our customers implement change in their digital businesses. Some may think we’re “old” (30 years strong!) And only about hardware, but we’re also a software company. And a security company. A blockchain company. An AI/Machine Learning company. We even invented an intuitive network that adapts, predicts, learns and protects. No other company can do what we do – you can’t put us in a box!

But “Digital Transformation” is an empty buzz phrase without a culture that allows for innovation, creativity, and yes, even failure (if you learn from it.)

Day to day, we focus on the give and take. We give our best, we give our egos a break, and we give of ourselves (because giving back is built into our DNA.) We take accountability, we take results-oriented steps, and we take the difference to heart. Because without diversity of thought and a dedication to equality for all, there is no moving forward.

So, you have colorful hair? Don’t care. Tattoos? Show off your ink. Like polka dots? That’s cool.",Data Engineer,Bengaluru,4.3,₹500+ billion (INR),1058000 - 1780000,Information Technology,10000+ employees,Company - Private,0,0,1058000 
"Twilio
3.9",-1,2008,"San Francisco, CA",Internet,"Because you belong at Twilio.

The Who, What, Why and Where

Twilio is growing rapidly and seeking Data Engineers at multiple levels to be a key member of the Consumer Trust Team in Bangalore, India. You will be joining one of the first teams of engineers in our new Bangalore office, with an opportunity to help define our technical and team culture in India. You will also help us build solutions that prevent fraud and abuse, ensuring that Twilio is the leader in trusted communications. A successful candidate will be a self-starter, embody a growth mindset, collaborate effectively, can mentor junior engineers and operate highly resilient services.

Who?

Twilio is looking for a strong data engineer who lives the Twilio Magic and has a demonstrated track record of working with data, specifically; sourcing and integrating data from multiple disparate backend data sources, developing reporting infrastructures and applying a deep analytics background to assess business performance and deliver actionable insights to improve efficiency and increase productivity. You should also have::
BA/BS in Computer Science, Engineering or related field
Relevant work experience in a role requiring application of analytic skills to integrate data into operational planning/business planning
Knowledge and expertise with database modeling and data warehousing principles
Fluent in writing and optimizing SQL, data mining using SQL with demonstrated strength in writing complex, high-optimized queries across large data sets,
Familiar with AWS services, especially S3, Redshift, big data services and DevOps tools
Hands on experience with Lucene / SOLR / ElasticSearch, Kafka, Google Big Query
Proficiency in at least one scripting language, Python, R, or similar.
Advanced ability to draw insights from data and clearly communicate them (verbal/written) to the stakeholders and senior management as required
Demonstrated ability to manage and prioritize workload and roadmaps
Excellent problem solving, critical thinking, and communication skills.
Strong belief in automation over toil.
Nice to have:
Hands-on experience with Big Data technologies (e.g Hadoop, Hive, Spark) is a big plus
Extensive knowledge of BI and Visualization platforms i.e. Tableau and AWS Quicksight
Strong expertise in troubleshooting complex production issues.
What?

As a Data Engineer you will:
Design, develop, and maintain data pipelines, warehouses, and reporting systems to support Twilio's products, including fraud and abuse detection systems/ tools.
Design, develop, and maintain data pipelines, warehouses, and reporting systems to support Twilio's product engineering operational data: incidents, deployments, performance, utilization, defects, change failure rate, test data, infrastructure costs.
Build the data products that technical users will depend on for business intelligence and ad-hoc access.
Build scalable solutions and self-serve platforms that will provide data and KPIs to inform business decision making.
Identify, develop, manage, and execute analyses to uncover areas of opportunity and present written business recommendations that will help improve the controllership and help achieve the goals of the team.
Develop and maintain documentation relating to all assigned systems and projects
Develop high-trust relationships and processes with partner teams and stakeholders to identify and address insight requirements
Participate in workstreams planning process including inception, technical design, development, testing and delivery of BI solutions.
Be able to adapt to prioritizing multiple issues in a high-pressure environment.
Be able to understand complex architectures and be comfortable working with multiple teams.
Why?

Twilio has democratized communications channels like voice, text, chat, and video by virtualizing the world's telecommunications infrastructure through APIs that are simple enough for any developer to use, yet robust enough to power the world's most demanding applications.

The Consumer Trust Team is central to Twilio's continued growth. Our mission is to prevent consumer harm by offering products and services that protect our customers and help them authenticate their users. We also ensure that every call, email and message that is made using our service is wanted, safe and legal. To do this we need to continue to develop and evolve our products and services and ensure they are able to scale; driving Twilio to new heights of scale.

Twilio is a company that is empowering the world's developers with modern communication in order to build better applications. Twilio is truly unique; we are a company committed to your growth, your learning, your development, and your entire employee experience. We only win when our employees succeed and we're dedicated to helping you develop your strengths. We have a cultural foundation built on diversity, inclusion, and innovation and we want you and your ideas to thrive at Twilio.

Where?

This position will be located in our office in Bangalore, India. You will enjoy our office perks: catered meals, snacks, game room, ergonomic desks, massages, bi-weekly All Hands and more. What you will also get to experience is a company that believes in small teams for maximum impact; seeks well-rounded talent to ensure a full perspective on our customers' experience, understands that this is a marathon, not a sprint; that continuously and purposefully builds an inclusive culture where everyone is able to do and be the best version of themselves.

About Us

Millions of developers around the world have used Twilio to unlock the magic of communications to improve any human experience. Twilio has democratized communications channels like voice, text, chat, video and email by virtualizing the world's communications infrastructure through APIs that are simple enough for any developer to use, yet robust enough to power the world's most demanding applications. By making communications a part of every software developer's toolkit, Twilio is enabling innovators across every industry — from emerging leaders to the world's largest organizations — to reinvent how companies engage with their customers.",Data Engineer,Bengaluru,3.9,₹100 to ₹500 billion (INR),1924000 - 2071000,Information Technology,1001 to 5000 employees,Company - Public,0,0,1924000 
